1	1	1
0.9647	0.9647	1
0.92939	0.92939	1
0.89409	0.89409	1
0.85878	0.85878	1
0.8235	0.8235	1
0.78822	0.78822	1
0.75294	0.75294	1
0.71766	0.71766	1
0.68236	0.68236	1
0.64705	0.64705	1
0.61175	0.61175	1
0.57644	0.57644	1
0.54116	0.54116	1
0.50588	0.50588	1
0.4706	0.4706	1
0.43532	0.43532	1
0.40002	0.40002	1
0.36472	0.36472	1
0.32941	0.32941	1
0.29411	0.29411	1
0.25882	0.25882	1
0.22354	0.22354	1
0.18826	0.18826	1
0.15298	0.15298	1
0.11768	0.11768	1
0.082378	0.082378	1
0.047073	0.047073	1
0.011768	0.011768	1
0	0.010294	1
0	0.025735	1
0	0.041176	1
0	0.056618	1
0	0.072059	1
0	0.0875	1
0	0.10294	1
0	0.11838	1
0	0.13382	1
0	0.14926	1
0	0.16471	1
0	0.18015	1
0	0.19559	1
0	0.21103	1
0	0.22647	1
0	0.24191	1
0	0.25735	1
0	0.27279	1
0	0.28824	1
0	0.30368	1
0	0.31912	1
0	0.33456	1
0	0.35	1
0	0.36544	1
0	0.38088	1
0	0.39632	1
0	0.41176	1
0	0.42721	1
0	0.44265	1
0	0.45809	1
0	0.47353	1
0	0.48897	1
0	0.50441	1
0	0.51985	1
0	0.53529	1
0	0.55074	1
0	0.56618	1
0	0.58162	1
0	0.59706	1
0	0.6125	1
0	0.62794	1
0	0.64338	1
0	0.65882	1
0	0.67426	1
0	0.68971	1
0	0.70515	1
0	0.72059	1
0	0.73603	1
0	0.75147	1
0	0.76691	1
0	0.78235	1
0	0.79779	1
0	0.81324	1
0	0.82868	1
0	0.84412	1
0	0.85956	1
0	0.875	1
0	0.89044	1
0	0.90588	1
0	0.92132	1
0	0.93676	1
0	0.95221	1
0	0.96765	1
0	0.98309	1
0	0.99853	1
0.013971	1	0.98603
0.029412	1	0.97059
0.044853	1	0.95515
0.060294	1	0.93971
0.075735	1	0.92426
0.091176	1	0.90882
0.10662	1	0.89338
0.12206	1	0.87794
0.1375	1	0.8625
0.15294	1	0.84706
0.16838	1	0.83162
0.18382	1	0.81618
0.19926	1	0.80074
0.21471	1	0.78529
0.23015	1	0.76985
0.24559	1	0.75441
0.26103	1	0.73897
0.27647	1	0.72353
0.29191	1	0.70809
0.30735	1	0.69265
0.32279	1	0.67721
0.33824	1	0.66176
0.35368	1	0.64632
0.36912	1	0.63088
0.38456	1	0.61544
0.4	1	0.6
0.41544	1	0.58456
0.43088	1	0.56912
0.44632	1	0.55368
0.46176	1	0.53824
0.47721	1	0.52279
0.49265	1	0.50735
0.50809	1	0.49191
0.52353	1	0.47647
0.53897	1	0.46103
0.55441	1	0.44559
0.56985	1	0.43015
0.58529	1	0.41471
0.60074	1	0.39926
0.61618	1	0.38382
0.63162	1	0.36838
0.64706	1	0.35294
0.6625	1	0.3375
0.67794	1	0.32206
0.69338	1	0.30662
0.70882	1	0.29118
0.72426	1	0.27574
0.73971	1	0.26029
0.75515	1	0.24485
0.77059	1	0.22941
0.78603	1	0.21397
0.80147	1	0.19853
0.81691	1	0.18309
0.83235	1	0.16765
0.84779	1	0.15221
0.86324	1	0.13676
0.87868	1	0.12132
0.89412	1	0.10588
0.90956	1	0.090441
0.925	1	0.075
0.94044	1	0.059559
0.95588	1	0.044118
0.97132	1	0.028676
0.98676	1	0.013235
1	0.99779	0
1	0.98235	0
1	0.96691	0
1	0.95147	0
1	0.93603	0
1	0.92059	0
1	0.90515	0
1	0.88971	0
1	0.87426	0
1	0.85882	0
1	0.84338	0
1	0.82794	0
1	0.8125	0
1	0.79706	0
1	0.78162	0
1	0.76618	0
1	0.75074	0
1	0.73529	0
1	0.71985	0
1	0.70441	0
1	0.68897	0
1	0.67353	0
1	0.65809	0
1	0.64265	0
1	0.62721	0
1	0.61176	0
1	0.59632	0
1	0.58088	0
1	0.56544	0
1	0.55	0
1	0.53456	0
1	0.51912	0
1	0.50368	0
1	0.48824	0
1	0.47279	0
1	0.45735	0
1	0.44191	0
1	0.42647	0
1	0.41103	0
1	0.39559	0
1	0.38015	0
1	0.36471	0
1	0.34926	0
1	0.33382	0
1	0.31838	0
1	0.30294	0
1	0.2875	0
1	0.27206	0
1	0.25662	0
1	0.24118	0
1	0.22574	0
1	0.21029	0
1	0.19485	0
1	0.17941	0
1	0.16397	0
1	0.14853	0
1	0.13309	0
1	0.11765	0
1	0.10221	0
1	0.086765	0
1	0.071324	0
1	0.055882	0
1	0.040441	0
1	0.025	0
1	0.0095588	0
0.99412	0	0
0.97868	0	0
0.96324	0	0
0.94779	0	0
0.93235	0	0
0.91691	0	0
0.90147	0	0
0.88603	0	0
0.87059	0	0
0.85515	0	0
0.83971	0	0
0.82426	0	0
0.80882	0	0
0.79338	0	0
0.77794	0	0
0.7625	0	0
0.74706	0	0
0.73162	0	0
0.71618	0	0
0.70074	0	0
0.68529	0	0
0.66985	0	0
0.65441	0	0
0.63897	0	0
0.62353	0	0
0.60809	0	0
0.59265	0	0
0.57721	0	0
0.56176	0	0
0.54632	0	0
0.53088	0	0
0.51544	0	0
0.5	0	0
