1	1	1
0.93478	0.9373	0.97342
0.86955	0.87459	0.94683
0.80433	0.81189	0.92025
0.73911	0.74919	0.89367
0.67391	0.68648	0.86706
0.60871	0.62378	0.84045
0.54351	0.56108	0.81384
0.47831	0.49837	0.78723
0.41309	0.43567	0.76065
0.34786	0.37296	0.73406
0.28264	0.31026	0.70748
0.21742	0.24756	0.6809
0.20552	0.24408	0.68786
0.2025	0.25048	0.70041
0.19949	0.25688	0.71296
0.19647	0.26328	0.72551
0.19086	0.26998	0.73816
0.18463	0.27675	0.75083
0.17841	0.28352	0.76351
0.17218	0.29029	0.77618
0.16215	0.29798	0.78882
0.15094	0.30596	0.80144
0.13972	0.31394	0.81407
0.1285	0.32192	0.82669
0.11362	0.33048	0.83701
0.097262	0.33928	0.84639
0.080907	0.34807	0.85578
0.064552	0.35687	0.86517
0.051293	0.36436	0.87056
0.039582	0.37121	0.87394
0.027872	0.37805	0.87733
0.016161	0.38489	0.88071
0.010828	0.39073	0.88212
0.00942	0.39594	0.88232
0.0080118	0.40115	0.88252
0.0066035	0.40637	0.88272
0.0074824	0.41114	0.88221
0.010076	0.41559	0.88117
0.012671	0.42004	0.88013
0.015265	0.42448	0.87909
0.017859	0.42862	0.87758
0.020453	0.43247	0.87563
0.023047	0.43633	0.87367
0.025641	0.44018	0.87172
0.028235	0.44402	0.86977
0.030829	0.44785	0.86782
0.033424	0.45168	0.86587
0.036018	0.45551	0.86392
0.038601	0.45935	0.86196
0.041171	0.46321	0.86001
0.04374	0.46706	0.85806
0.046309	0.47091	0.85611
0.048888	0.47477	0.85416
0.051482	0.47862	0.8522
0.054076	0.48248	0.85025
0.056671	0.48633	0.8483
0.059265	0.49018	0.84635
0.061859	0.49404	0.8444
0.064453	0.49789	0.84245
0.067047	0.50175	0.84049
0.069634	0.50559	0.83854
0.072204	0.50942	0.83659
0.074773	0.51325	0.83464
0.077342	0.51708	0.83269
0.079041	0.52103	0.83091
0.077954	0.52535	0.8297
